100010401001000 0 0 10 25 25 0 850948 4801.69 0.848284
100010401001001 0 0 10 105 101 4 6.14146e+06 14242.9 0.999945
100010401001002 0 0 10 6 6 0 48102.6 879.697 0.291313
100010401001003 0 0 10 32 31 1 1.21091e+06 7097.73 0.921669
100010401001004 0 0 10 21 20 1 2.27355e+06 6794.74 0.781806
100010401001005 0 0 10 2 2 0 324661 2613.26 0.099668
100010401001006 0 0 10 18 17 1 5.52905e+06 9303.28 0.716298
100010401001007 0 0 10 0 0 0 8496.64 641.254 0
100010401001008 0 0 10 0 0 0 1561.19 283.758 0
100010401001009 0 0 10 10 8 2 485641 3201.02 0.462117
100010401001010 0 0 10 95 94 1 1.50609e+07 21170.1 0.99985
100010401001011 0 0 10 5 5 0 41604.5 907.681 0.244919
100010401001012 0 0 10 0 0 0 89660.8 1433.61 0
100010401001013 0 0 10 5 4 1 52607.9 1626.83 0.244919
100010401001014 0 0 10 15 14 1 134992 1589.48 0.635149
100010401001015 0 0 10 0 0 0 42927.4 822.29 0
100010401001016 0 0 10 1 1 0 78718.8 1301.64 0.0499584
100010401001017 0 0 10 0 0 0 54740.9 1000.68 0
100010401001018 0 0 10 4 3 1 434879 2661.7 0.197375
100010401001019 0 0 10 9 9 0 80259.4 1189.31 0.421899
100010401001020 0 0 10 16 16 0 433705 4584.23 0.664037
100010401001021 0 0 10 11 11 0 109341 1631.24 0.50052
100010401001022 0 0 10 14 13 1 95753.9 1523.74 0.604368
100010401001023 0 0 10 17 17 0 3.78551e+06 8328.37 0.691069
100010401001024 0 0 10 1 1 0 569846 3746 0.0499584
100010401001025 0 0 10 21 19 2 2.94293e+06 7783.86 0.781806
100010401001026 0 0 10 2 2 0 1.24851e+06 5202.92 0.099668
100010401001027 0 0 10 71 67 4 6.852e+06 11219.1 0.998351
100010401001028 0 0 10 129 125 4 7.06888e+06 11750.7 0.999995
100010401001029 0 0 10 1 0 1 1574.28 154.84 0.0499584
100010401001030 0 0 10 52 50 2 4.26963e+06 9093.68 0.989027
100010401001031 0 0 10 24 21 3 758916 3972.04 0.833655
100010401001032 0 0 10 4 4 0 2.48946e+06 6876.44 0.197375
100010401001033 0 0 10 0 0 0 232565 2792.56 0
100010401001034 0 0 10 42 39 3 1.36744e+06 5615.93 0.970452
100010401001035 0 0 10 9 9 0 365671 2708.2 0.421899
100010401001036 0 0 10 70 66 4 1.60763e+06 7611.81 0.998178
100010401001037 0 0 10 8 8 0 73789.1 1056.58 0.379949
100010401001038 0 0 10 0 0 0 51447.7 999.925 0
100010401001039 0 0 10 12 12 0 90031.3 1316.31 0.53705
100010401001040 0 0 10 12 9 3 121359 1757.66 0.53705
100010401001041 0 0 10 2 2 0 179682 1982.66 0.099668
100010401001042 0 0 10 5 5 0 389310 2837.42 0.244919
100010401001043 0 0 10 8 8 0 4.61445e+06 9685.05 0.379949
100010401001044 0 0 10 1 1 0 3.88357e+06 10128.3 0.0499584
100010401001045 0 0 10 47 47 0 6.38974e+06 13582.2 0.981973
100010401002000 0 0 10 37 36 1 1.21627e+06 5654.16 0.951746
100010401002001 0 0 10 3 3 0 32385.7 755.484 0.148885
100010401002002 0 0 10 14 13 1 1.67054e+06 5782.92 0.604368
100010401002003 0 0 10 1 1 0 1.78471e+06 6314.53 0.0499584
100010401002004 0 0 10 22 21 1 4.22245e+06 8409.41 0.800499
100010401002005 0 0 10 28 27 1 3.27171e+06 7609.37 0.885352
100010401002006 0 0 10 37 35 2 4.92841e+06 8853.86 0.951746
100010401002007 0 0 10 1 1 0 2.58498e+06 7911.31 0.0499584
100010401002008 0 0 10 4 4 0 1.49346e+06 5443.08 0.197375
100010401002009 0 0 10 10 8 2 1.13272e+06 5272.76 0.462117
100010401002010 0 0 10 0 0 0 2.01163e+06 6256.41 0
100010401002011 0 0 10 22 21 1 2.48624e+06 6789.01 0.800499
100010401002012 0 0 10 0 0 0 256846 2199.36 0
100010401002013 0 0 10 21 19 2 4.19176e+06 9393.38 0.781806
