OBJECTID,COUNTYFP10,GEOID10,COUNTY,TRACT,BLOCK,TOTAL_HOUSING_UNITS,OCCUPIED,VACANT,ACRES,SHAPEAREA,SHAPELEN
1,005,100050508021019,005,050802,1019,4,3,1,2.339852,9469.045364,441.636542
2,005,100050508034014,005,050803,4014,0,0,0,297.13224,1202451.514456,4924.802799
3,005,100050508034032,005,050803,4032,3,3,0,480.864136,1945988.116136,7049.502054
4,005,100050508021043,005,050802,1043,2,2,0,91.044369,368443.489363,2651.600541
5,005,100050508031045,005,050803,1045,19,13,6,72.992095,295388.528789,2878.10115
6,005,100050508022029,005,050802,2029,3,3,0,102.028341,412894.046214,2894.761108
7,005,100050508011007,005,050801,1007,0,0,0,57.787061,233855.938544,3971.960037
8,005,100050508021004,005,050802,1004,5,1,4,2.644347,10701.291914,436.123351
9,005,100050508032027,005,050803,2027,15,11,4,14.304993,57890.251402,1084.51649
10,005,100050508032037,005,050803,2037,16,15,1,13.982558,56585.406401,1064.46534
11,005,100050508032005,005,050803,2005,0,0,0,218.231857,883152.992997,15613.75736
12,005,100050508011015,005,050801,1015,32,30,2,410.402173,1660838.67115,6159.564104
13,005,100050508012018,005,050801,2018,8,7,1,1.327565,5372.463891,349.935289
14,005,100050508012046,005,050801,2046,1,1,0,30.064776,121667.833629,1804.369289
15,005,100050508033026,005,050803,3026,12,4,8,3.255068,13172.794386,474.157436
16,005,100050513021008,005,051302,1008,0,0,0,1.623579,6570.392199,325.863411
17,005,100050515002024,005,051500,2024,0,0,0,4.633945,18752.911866,641.121489
18,005,100050515003042,005,051500,3042,11,9,2,138.464161,560344.57723,5606.874354
19,005,100050515003055,005,051500,3055,4,3,1,15.45957,62562.65979,1188.196081
20,005,100050515002037,005,051500,2037,11,9,2,209.279432,846923.813686,4046.513744
21,005,100050513021034,005,051302,1034,5,3,2,63.663103,257635.438083,2086.26192
22,005,100050513022054,005,051302,2054,2,2,0,22.524538,91153.57058,1208.546391
23,005,100050513022058,005,051302,2058,28,26,2,440.237582,1781578.287073,7073.008288
24,005,100050515002057,005,051500,2057,8,8,0,3.511804,14211.767589,497.189347
25,005,100050513021047,005,051302,1047,17,14,3,152.74062,618119.359897,3311.574061
26,005,100050513021017,005,051302,1017,0,0,0,46.023283,186249.620362,2573.943801
27,005,100050513022015,005,051302,2015,0,0,0,110.628518,447697.727264,3503.773124
28,005,100050513011053,005,051301,1053,11,9,2,7.770759,31447.144094,783.282688
29,005,100050513012039,005,051301,2039,7,4,3,163.70048,662472.339232,3140.482744
30,005,100050505011049,005,050501,1049,11,11,0,395.12669,1599020.981292,6482.536469
31,005,100050519002037,005,051900,2037,9,9,0,565.542568,2288669.572287,7996.484134
32,005,100050518011020,005,051801,1020,1,1,0,16.003089,64762.203411,4380.946017
33,005,100050519002107,005,051900,2107,0,0,0,2.923996,11832.992561,886.822001
34,005,100050517011036,005,051701,1036,0,0,0,16.446162,66555.258215,1512.13623
35,005,100050517012098,005,051701,2098,9,9,0,17.693077,71601.343853,1016.584171
36,005,100050519002043,005,051900,2043,0,0,0,11.400744,46137.174014,3226.139747
37,005,100050518011038,005,051801,1038,0,0,0,41.538707,168101.181528,1888.816956
38,005,100050517012056,005,051701,2056,0,0,0,5.987181,24229.262222,1693.518003
39,005,100050517023070,005,051702,3070,1,1,0,13.052498,52821.584955,1488.610731
40,005,100050519001026,005,051900,1026,14,12,2,500.630268,2025978.816952,6192.187071
41,005,100050518012087,005,051801,2087,0,0,0,0.619159,2505.645934,650.539197
42,005,100050518011014,005,051801,1014,4,4,0,169.980559,687886.916054,5179.386007
43,005,100050518012090,005,051801,2090,17,16,1,15.303039,61929.203507,2262.070232
44,005,100050517012113,005,051701,2113,0,0,0,6.253338,25306.361505,1689.821167
45,005,100050501051072,005,050105,1072,17,16,1,23.816097,96380.327055,1976.970769
46,005,100050502002102,005,050200,2102,7,7,0,456.831824,1848732.800616,8195.356497
47,005,100050501032119,005,050103,2119,0,0,0,20.933747,84715.867414,3881.933254
48,005,100050501031036,005,050103,1036,0,0,0,2.629974,10643.125423,371.667066
49,005,100050502002023,005,050200,2023,15,12,3,9.60445,38867.831856,993.077186
50,005,100050501052005,005,050105,2005,13,13,0,17.868058,72309.46402,1018.060364
51,005,100050502001024,005,050200,1024,1,1,0,42.130731,170497.020559,2254.767829
52,005,100050501051063,005,050105,1063,0,0,0,9.980529,40389.767673,1421.672461
53,005,100050502001046,005,050200,1046,1,0,1,447.409989,1810603.986714,5521.481702
54,005,100050501052051,005,050105,2051,61,55,6,212.424131,859649.960371,8185.657427
55,005,100050501031019,005,050103,1019,1,1,0,2.125344,8600.961383,423.97492
56,005,100050508021030,005,050802,1030,2,2,0,2.30838,9341.684,428.8168
57,005,100050511013023,005,051101,3023,31,10,21,5.869788,23754.188391,674.820567
58,005,100050511013045,005,051101,3045,0,0,0,0.50319,2036.339071,380.797072
59,005,100050510073032,005,051007,3032,28,16,12,4.076364,16496.460628,585.434651
60,005,100050510071002,005,051007,1002,5,5,0,4.237204,17147.354461,560.778524
61,005,100050509022032,005,050902,2032,32,26,6,224.011575,906542.682097,6313.236083
62,005,100050509011001,005,050901,1001,13,4,9,16.613945,67234.249781,1211.415086
63,005,100050509022051,005,050902,2051,35,26,9,40.907174,165545.459999,2909.032186
64,005,100050509023071,005,050902,3071,14,3,11,3.423663,13855.074438,470.959302
65,005,100050509011093,005,050901,1093,19,15,4,16.960387,68636.252516,1243.789854
66,005,100050511022000,005,051102,2000,7,6,1,4.834841,19565.907076,879.263364
67,005,100050511021009,005,051102,1009,1,0,1,0.901001,3646.222635,342.184248
68,005,100050510073018,005,051007,3018,48,17,31,8.142588,32951.882704,965.644571
69,005,100050511021010,005,051102,1010,0,0,0,1.178801,4770.438823,394.246257
70,005,100050511021017,005,051102,1017,46,13,33,8.303076,33601.358129,885.904189
71,005,100050511023001,005,051102,3001,8,3,5,3.968913,16061.622497,686.132646
72,005,100050511022025,005,051102,2025,42,6,36,8.241549,33352.365975,877.213884
73,005,100050511021026,005,051102,1026,28,8,20,8.220116,33265.628307,877.899299
74,005,100050511022029,005,051102,2029,0,0,0,0.302905,1225.811208,184.096674
75,005,100050510072016,005,051007,2016,35,15,20,12.160414,49211.448069,1148.117305
76,005,100050513051007,005,051305,1007,0,0,0,79.802974,322951.176283,13481.381023
77,005,100050513032022,005,051303,2022,15,8,7,18.465338,74726.56965,1530.907629
78,005,100050513022041,005,051302,2041,21,16,5,205.972222,833540.009841,4388.822376
79,005,100050513013023,005,051301,3023,0,0,0,37.940478,153539.666434,1922.541183
80,005,100050513033061,005,051303,3061,0,0,0,17.993792,72818.292714,1756.908298
81,005,100050513063036,005,051306,3036,0,0,0,2.101591,8504.835385,393.031064
82,005,100050512052025,005,051205,2025,32,6,26,5.475408,22158.191907,1123.016092
83,005,100050512034024,005,051203,4024,90,9,81,25.673741,103897.942605,1775.111876
84,005,100050518021065,005,051802,1065,3,3,0,10.626719,43004.806282,924.670103
85,005,100050518012061,005,051801,2061,15,15,0,110.169089,445838.483899,3251.687489
86,005,100050517012003,005,051701,2003,1,0,1,83.187332,336647.189125,2557.020844
87,005,100050519002055,005,051900,2055,0,0,0,0.710401,2874.891932,271.554522
88,005,100050519001023,005,051900,1023,3,3,0,761.017746,3079729.554657,7402.950628
89,005,100050519001066,005,051900,1066,1,1,0,98.77509,399728.607499,3651.296324
90,005,100050517012012,005,051701,2012,2,1,1,73.03675,295569.239393,2672.220552
91,005,100050517012093,005,051701,2093,5,5,0,211.248458,854892.177426,5248.607261
92,005,100050517011013,005,051701,1013,1,1,0,84.098682,340335.290476,2997.898659
93,005,100050517011018,005,051701,1018,10,10,0,1054.19815,4266188.553339,9620.903369
94,005,100050517011015,005,051701,1015,0,0,0,158.96112,643292.828223,3436.01879
95,005,100050517023021,005,051702,3021,20,20,0,39.343737,159218.454251,2076.191938
96,005,100050510071056,005,051007,1056,0,0,0,11.781826,47679.35762,1044.007296
97,005,100050510072005,005,051007,2005,0,0,0,8.453759,34211.146955,742.897742
98,005,100050510053011,005,051005,3011,111,47,64,48.774817,197384.679565,2061.79001
99,005,100050509021062,005,050902,1062,15,7,8,3.250288,13153.447617,492.40964
100,005,100050509011068,005,050901,1068,0,0,0,4.395665,17788.624202,1279.13958
101,005,100050509011080,005,050901,1080,0,0,0,0.925103,3743.760363,314.15768
102,005,100050509011125,005,050901,1125,0,0,0,3.481498,14089.124508,1050.870872
103,005,100050509022073,005,050902,2073,0,0,0,6.752966,27328.282058,2175.637945
104,005,100050510031047,005,051003,1047,0,0,0,3.956873,16012.895937,1356.175384
105,005,100050511012000,005,051101,2000,0,0,0,274.372521,1110346.197035,4928.149313
106,005,100050510071024,005,051007,1024,37,13,24,4.863296,19681.060837,600.020697
107,005,100050510071018,005,051007,1018,9,6,3,14.02013,56737.453927,875.595641
108,005,100050511032083,005,051103,2083,0,0,0,8.700559,35209.914011,1041.612964
109,005,100050511032041,005,051103,2041,0,0,0,0.274218,1109.718983,164.412124
110,005,100050511032038,005,051103,2038,6,2,4,2.880513,11657.021164,460.631971
111,005,100050509021014,005,050902,1014,0,0,0,0.114598,463.75986,147.771675
112,005,100050510072012,005,051007,2012,1,1,0,0.228826,926.027362,180.206794
113,005,100050511012015,005,051101,2015,9,4,5,9.147165,37017.263087,893.120199
114,005,100050511023027,005,051102,3027,23,4,19,6.347695,25688.210079,722.430094
115,005,100050511023028,005,051102,3028,0,0,0,0.223362,903.913479,202.468729
116,005,100050506011064,005,050601,1064,38,36,2,358.282474,1449917.730881,5819.878562
117,005,100050506022029,005,050602,2029,0,0,0,0.260531,1054.33033,143.060776
118,005,100050506023069,005,050602,3069,7,5,2,50.786333,205524.99712,2714.933818
119,005,100050506022028,005,050602,2028,0,0,0,0.220553,892.547509,139.848457
120,005,100050506012138,005,050601,2138,0,0,0,0.733605,2968.792905,383.826981
121,005,100050507052012,005,050705,2012,12,7,5,8.530439,34521.462436,863.037814
122,005,100050507011033,005,050701,1033,33,30,3,489.002597,1978923.29903,6044.98772
123,005,100050506012043,005,050601,2043,0,0,0,3.895936,15766.293304,494.063316
124,005,100050507011049,005,050701,1049,0,0,0,5.968852,24155.088818,594.145204
125,005,100050507042001,005,050704,2001,12,3,9,6.744635,27294.569379,779.141068
126,005,100050507062007,005,050706,2007,0,0,0,0.183724,743.50483,128.272869
127,005,100050507062032,005,050706,2032,0,0,0,0.334742,1354.653119,224.211058
128,005,100050507062099,005,050706,2099,8,2,6,3.760582,15218.536468,509.035447
129,005,100050507062031,005,050706,2031,0,0,0,0.30031,1215.313063,227.466946
130,005,100050507042053,005,050704,2053,6,2,4,5.050788,20439.815063,827.202345
131,005,100050507042063,005,050704,2063,20,5,15,8.240019,33346.175487,904.026146
132,005,100050507062074,005,050706,2074,13,5,8,4.633647,18751.704748,697.712821
133,005,100050504052047,005,050405,2047,0,0,0,23.963206,96975.652792,1743.959014
134,005,100050504011014,005,050401,1014,15,15,0,537.704726,2176013.821785,7054.278592
135,005,100050504011051,005,050401,1051,0,0,0,42.735571,172944.720675,1722.54087
136,005,100050504011075,005,050401,1075,1,1,0,46.760077,189231.317415,5207.936479
137,005,100050504052019,005,050405,2019,20,17,3,18.196388,73638.170664,1394.66808
138,005,100050504011060,005,050401,1060,4,3,1,18.126683,73356.082526,1667.329163
139,005,100050504052113,005,050405,2113,14,12,2,26.93687,109009.64433,1392.639371
140,005,100050504052127,005,050405,2127,11,10,1,6.354557,25715.981429,681.784388
141,005,100050504052095,005,050405,2095,5,5,0,4.221456,17083.624719,547.308071
142,005,100050504012032,005,050401,2032,11,9,2,284.752189,1152351.224203,7682.127063
143,005,100050504012013,005,050401,2013,5,4,1,380.49647,1539814.583489,7405.940134
144,005,100050504011063,005,050401,1063,3,3,0,178.112861,720797.176459,4012.091485
145,005,100050513061035,005,051306,1035,13,9,4,11.930729,48281.945583,976.313322
146,005,100050513022003,005,051302,2003,0,0,0,15.485932,62669.343875,1035.199181
147,005,100050513061023,005,051306,1023,0,0,0,51.703979,209238.580886,3460.549357
148,005,100050512011068,005,051201,1068,0,0,0,6.721792,27202.126386,844.610977
149,005,100050512012004,005,051201,2004,26,10,16,17.087668,69151.337936,2004.668064
150,005,100050512012015,005,051201,2015,13,3,10,6.435725,26044.454919,1009.359284
151,005,100050505043022,005,050504,3022,5,5,0,216.098958,874521.454261,3891.380171
152,005,100050505043021,005,050504,3021,52,48,4,373.937206,1513270.183655,6928.766049
153,005,100050505042009,005,050504,2009,8,7,1,1223.477672,4951238.473984,11797.883433
154,005,100050505043033,005,050504,3033,0,0,0,0.427601,1730.439121,243.071224
155,005,100050505043034,005,050504,3034,0,0,0,0.255739,1034.939317,170.683661
156,005,100050505012136,005,050501,2136,0,0,0,8.396309,33978.658212,762.16673
157,005,100050505043031,005,050504,3031,0,0,0,0.370715,1500.228587,215.265816
158,005,100050505031045,005,050503,1045,0,0,0,1.621122,6560.44891,550.714519
159,005,100050505041054,005,050504,1054,0,0,0,5.735434,23210.478858,775.40694
160,005,100050505012115,005,050501,2115,0,0,0,17.00149,68802.587679,1056.214097
161,005,100050505012104,005,050501,2104,1,1,0,114.455965,463186.858922,2940.717773
162,005,100050505031036,005,050503,1036,2,2,0,11.57946,46860.41244,1746.266244
163,005,100050505031088,005,050503,1088,0,0,0,1.916772,7756.900458,670.661816
164,005,100050511013022,005,051101,3022,13,3,10,3.70067,14976.078506,548.323232
165,005,100050511013033,005,051101,3033,43,11,32,8.351081,33795.624386,863.818023
166,005,100050503013036,005,050301,3036,6,6,0,1.836314,7431.300162,338.796525
167,005,100050503013035,005,050301,3035,6,4,2,1.43848,5821.322336,377.288184
168,005,100050503022032,005,050302,2032,6,6,0,5.717155,23136.506547,626.76338
169,005,100050503022039,005,050302,2039,18,17,1,7.437922,30100.203124,818.093891
170,005,100050503022033,005,050302,2033,20,17,3,7.536033,30497.244914,817.256612
171,005,100050511032001,005,051103,2001,0,0,0,1906.130039,7713834.589894,31958.035489
172,005,100050511032060,005,051103,2060,0,0,0,122.142812,494294.4212,6241.230617
173,005,100050509023038,005,050902,3038,0,0,0,123.446595,499570.645636,9522.997024
174,005,100050509021000,005,050902,1000,0,0,0,83.145924,336479.614813,8176.489488
175,005,100050510072019,005,051007,2019,0,0,0,91.627719,370804.221413,5663.057104
176,005,100050510062020,005,051006,2020,161,95,66,922.975572,3735149.621327,13082.946355
177,005,100050511012011,005,051101,2011,0,0,0,21.741384,87984.258831,2310.119205
178,005,100050510041036,005,051004,1036,32,24,8,800.359763,3238941.045662,10795.428707
179,005,100050511031013,005,051103,1013,11,5,6,10.859817,43948.121615,1292.746526
180,005,100050511031007,005,051103,1007,53,15,38,8.109495,32817.96148,830.077881
181,005,100050509021009,005,050902,1009,4,2,2,7.01862,28403.347118,926.201082
182,005,100050502001032,005,050200,1032,22,18,4,637.952951,2581703.997415,9075.502506
183,005,100050501051070,005,050105,1070,9,8,1,18.201643,73659.436277,1489.401534
184,005,100050501031074,005,050103,1074,15,11,4,86.966769,351942.027776,2405.59533
185,005,100050502001029,005,050200,1029,0,0,0,9.832937,39792.482912,986.812584
186,005,100050501032068,005,050103,2068,5,5,0,22.291445,90210.278145,1264.69082
187,005,100050501031065,005,050103,1065,2,1,1,1.884188,7625.03984,430.531416
188,005,100050509021006,005,050902,1006,15,11,4,10.636851,43045.810358,914.243732
189,005,100050507011052,005,050701,1052,17,10,7,14.993857,60677.987876,1156.23349
190,005,100050507053006,005,050705,3006,7,4,3,3.095893,12528.634987,471.935038
191,005,100050507042050,005,050704,2050,19,12,7,13.355756,54048.825873,1076.75907
192,005,100050507052027,005,050705,2027,4,2,2,2.71739,10996.886011,530.649315
193,005,100050507042029,005,050704,2029,3,2,1,2.11241,8548.620726,370.668707
194,005,100050507061020,005,050706,1020,23,11,12,9.973386,40360.862099,1011.408067
195,005,100050507061009,005,050706,1009,9,4,5,3.486539,14109.523585,462.787896
196,005,100050507061012,005,050706,1012,15,3,12,6.372537,25788.74066,685.907994
197,005,100050507054000,005,050705,4000,0,0,0,1489.617161,6028266.775627,14609.92417
198,005,100050507054002,005,050705,4002,0,0,0,34.345593,138991.682316,1841.325339
199,005,100050506023084,005,050602,3084,1,1,0,0.263136,1064.874744,139.344047
200,005,100050506023072,005,050602,3072,8,5,3,6.171999,24977.195643,633.73258
201,005,100050507032021,005,050703,2021,7,6,1,6.634596,26849.256515,848.25832
202,005,100050507031028,005,050703,1028,0,0,0,5.578567,22575.658982,588.81827
203,005,100050507042027,005,050704,2027,11,9,2,3.996028,16171.352403,554.17254
204,005,100050507031045,005,050703,1045,20,15,5,16.176426,65463.673466,1218.203381
205,005,100050507042007,005,050704,2007,6,4,2,1.600038,6475.123844,458.086712
206,005,100050507051037,005,050705,1037,27,21,6,34.529483,139735.859044,1769.685432
207,005,100050513031088,005,051303,1088,0,0,0,2.387127,9660.358524,855.447683
208,005,100050512044007,005,051204,4007,0,0,0,3.370382,13639.453426,471.873003
209,005,100050512044006,005,051204,4006,0,0,0,3.392233,13727.880909,472.403246
210,005,100050513032081,005,051303,2081,0,0,0,5.574661,22559.850895,739.596239
211,005,100050512041023,005,051204,1023,0,0,0,3.084653,12483.146988,925.865834
212,005,100050513063003,005,051306,3003,0,0,0,6.956139,28150.49527,735.963927
213,005,100050513063005,005,051306,3005,3,3,0,357.171892,1445423.36414,10446.353148
214,005,100050512051002,005,051205,1002,1,0,1,0.478779,1937.550732,175.945576
215,005,100050512052001,005,051205,2001,0,0,0,67.060732,271385.155854,5204.325092
216,005,100050512052050,005,051205,2050,0,0,0,3.227187,13059.960529,620.983704
217,005,100050513052017,005,051305,2017,5,1,4,3.726743,15081.595678,656.58882
218,005,100050513052010,005,051305,2010,0,0,0,24.445985,98929.389833,3736.983185
219,005,100050513022045,005,051302,2045,14,5,9,10.542835,42665.341047,957.331582
220,005,100050512051022,005,051205,1022,0,0,0,1.401376,5671.167884,462.172904
221,005,100050513022006,005,051302,2006,46,21,25,122.126776,494229.527022,4037.48597
222,005,100050503021091,005,050302,1091,1,1,0,16.210389,65601.117271,1053.355367
223,005,100050503012030,005,050301,2030,5,5,0,289.950374,1173387.53491,4559.112679
224,005,100050503011081,005,050301,1081,5,4,1,51.446393,208196.164284,2496.703607
225,005,100050503012067,005,050301,2067,10,6,4,23.437656,94848.828525,1704.50276
226,005,100050503011082,005,050301,1082,0,0,0,10.189206,41234.252241,1151.101792
227,005,100050503011076,005,050301,1076,14,12,2,505.885267,2047245.041984,5961.501387
228,005,100050503011068,005,050301,1068,7,6,1,124.040311,501973.328585,3164.084882
229,005,100050503011026,005,050301,1026,2,2,0,88.454912,357964.329456,3083.324124
230,005,100050503011088,005,050301,1088,0,0,0,8.544242,34577.320479,835.386526
231,005,100050503011090,005,050301,1090,1,1,0,0.391868,1585.834897,279.052132
232,005,100050503012142,005,050301,2142,3,2,1,7.502933,30363.292117,976.334826
233,005,100050503012117,005,050301,2117,0,0,0,7.634257,30894.74276,873.728402
234,005,100050503012138,005,050301,2138,0,0,0,0.78149,3162.577431,277.009514
235,005,100050506012110,005,050601,2110,7,6,1,155.681324,630019.964693,5059.512684
236,005,100050506012136,005,050601,2136,0,0,0,0.149731,605.940673,133.972344
237,005,100050506023027,005,050602,3027,10,8,2,3.656469,14797.205995,618.332455
238,005,100050506023041,005,050602,3041,0,0,0,1.110623,4494.531252,269.49463
239,005,100050506023031,005,050602,3031,9,8,1,6.626227,26815.389782,657.253361
240,005,100050506023036,005,050602,3036,87,75,12,74.444378,301265.709581,2589.444883
241,005,100050507051018,005,050705,1018,37,24,13,72.455001,293214.984256,2702.259685
242,005,100050507052080,005,050705,2080,0,0,0,0.459864,1861.004985,266.052317
243,005,100050506012059,005,050601,2059,18,15,3,1924.951162,7790000.97332,12127.039325
244,005,100050506021108,005,050602,1108,1,1,0,12.722441,51485.892295,1272.455275
245,005,100050506021103,005,050602,1103,4,4,0,33.398139,135157.472137,1769.778059
246,005,100050506011077,005,050601,1077,0,0,0,102.167411,413456.842207,3125.61591
247,005,100050506023012,005,050602,3012,0,0,0,2.936914,11885.269039,585.879939
248,005,100050506023065,005,050602,3065,1,0,1,4.544322,18390.217491,586.512135
249,005,100050507041026,005,050704,1026,0,0,0,1.032423,4178.066289,573.364443
250,005,100050507041035,005,050704,1035,3,0,3,2.512835,10169.081363,411.651999
251,005,100050507062020,005,050706,2020,0,0,0,0.311863,1262.065248,231.435045
252,005,100050506021073,005,050602,1073,13,9,4,37.385378,151293.258711,2633.619513
253,005,100050507042009,005,050704,2009,106,67,39,44.576755,180395.728668,1834.179569
254,005,100050506023078,005,050602,3078,13,10,3,4.469784,18088.572711,580.72115
255,005,100050507053021,005,050705,3021,10,5,5,3.885667,15724.737774,687.843565
256,005,100050506021022,005,050602,1022,19,15,4,10.098281,40866.293888,785.638136
257,005,100050507011023,005,050701,1023,0,0,0,6.472185,26192.004125,639.642893
258,005,100050507051021,005,050705,1021,4,2,2,2.559632,10358.46288,415.113
259,005,100050507042059,005,050704,2059,0,0,0,0.353239,1429.50602,211.883637
260,005,100050508033003,005,050803,3003,340,222,118,462.523856,1871767.638886,13293.583007
261,005,100050508021041,005,050802,1041,2,2,0,13.43252,54359.479238,967.704141
262,005,100050508031043,005,050803,1043,4,4,0,23.738528,96066.415374,1322.278462
263,005,100050508022006,005,050802,2006,3,2,1,34.142103,138168.18979,1451.597194
264,005,100050508021020,005,050802,1020,9,6,3,2.622563,10613.135745,474.106445
265,005,100050508021021,005,050802,1021,2,1,1,4.519215,18288.615084,660.213834
266,005,100050508012022,005,050801,2022,47,36,11,10.178131,41189.436284,804.865897
267,005,100050508021026,005,050802,1026,24,21,3,8.430682,34117.76047,1228.353965
268,005,100050508012016,005,050801,2016,10,8,2,1.157901,4685.859749,667.314515
269,005,100050508012063,005,050801,2063,6,6,0,10.327027,41791.993635,1020.469541
270,005,100050504011085,005,050401,1085,6,3,3,287.851457,1164893.518525,4942.780035
271,005,100050504011006,005,050401,1006,6,5,1,142.94527,578478.981966,3439.550179
272,005,100050504061018,005,050406,1018,1,1,0,3.17594,12852.571674,608.247217
273,005,100050504061009,005,050406,1009,14,13,1,22.741859,92033.036604,1355.040138
274,005,100050504081064,005,050408,1064,2,2,0,6.57645,26613.947813,713.574041
275,005,100050504062046,005,050406,2046,8,8,0,71.495566,289332.289365,2177.435837
276,005,100050504052106,005,050405,2106,4,4,0,3.831335,15504.864006,588.414824
277,005,100050504011072,005,050401,1072,27,26,1,1.835036,7426.125632,496.815155
278,005,100050504031085,005,050403,1085,69,60,9,236.572137,957373.473386,5454.946781
279,005,100050504031087,005,050403,1087,11,11,0,6.341981,25665.085248,979.645549
280,005,100050504073031,005,050407,3031,11,10,1,27.798107,112494.946948,1889.59047
281,005,100050504082014,005,050408,2014,0,0,0,89.06818,360446.13441,5028.651232
282,005,100050504063094,005,050406,3094,0,0,0,30.477164,123336.708846,2149.348884
283,005,100050504051058,005,050405,1058,0,0,0,0.616738,2495.849779,408.664339
284,005,100050515003014,005,051500,3014,18,18,0,456.728941,1848316.44792,6206.783391
285,005,100050515004005,005,051500,4005,1,1,0,7.50987,30391.364156,800.933098
286,005,100050512052048,005,051205,2048,40,2,38,9.412924,38092.751948,990.392517
287,005,100050513061016,005,051306,1016,6,4,2,11.684906,47287.136285,953.623999
288,005,100050506021106,005,050602,1106,0,0,0,12.993815,52584.102491,1064.447845
289,005,100050506011076,005,050601,1076,0,0,0,212.951402,861783.749978,4113.239052
290,005,100050506021007,005,050602,1007,0,0,0,0.912666,3693.42817,385.857238
291,005,100050506023018,005,050602,3018,27,26,1,9.491134,38409.255273,787.513373
292,005,100050506023025,005,050602,3025,0,0,0,0.916944,3710.739481,248.196019
293,005,100050506023030,005,050602,3030,1,1,0,0.734265,2971.465987,218.289327
294,005,100050506023045,005,050602,3045,1,1,0,0.792644,3207.718332,226.526819
295,005,100050506023052,005,050602,3052,0,0,0,0.160621,650.010761,105.918806
296,005,100050506023058,005,050602,3058,4,2,2,2.488964,10072.480018,493.05692
297,005,100050506022049,005,050602,2049,1,0,1,6.313658,25550.46719,673.170125
298,005,100050506011069,005,050601,1069,15,15,0,5.52106,22342.938281,620.637594
299,005,100050506011055,005,050601,1055,15,15,0,22.296647,90231.327707,1795.32844
300,005,100050506021039,005,050602,1039,0,0,0,0.303592,1228.593777,144.399816
301,005,100050506023081,005,050602,3081,3,1,2,67.862114,274628.231321,2394.053888
302,005,100050506022019,005,050602,2019,6,6,0,7.590968,30719.558142,769.058505
303,005,100050506023019,005,050602,3019,12,9,3,12.691209,51359.501419,973.811937
304,005,100050507053003,005,050705,3003,16,1,15,4.592377,18584.689207,687.216041
305,005,100050507053039,005,050705,3039,9,2,7,2.662741,10775.731547,496.144189
306,005,100050507052003,005,050705,2003,0,0,0,82.313269,333109.979738,9710.906477
307,005,100050507062081,005,050706,2081,0,0,0,8.443749,34170.639073,774.933256
308,005,100050507031031,005,050703,1031,0,0,0,2.921691,11823.662318,523.483677
309,005,100050507052001,005,050705,2001,0,0,0,56.057791,226857.830886,3021.969082
310,005,100050507051030,005,050705,1030,0,0,0,153.239322,620137.533302,9629.840486
311,005,100050507051033,005,050705,1033,28,23,5,38.859889,157260.389484,2139.043916
312,005,100050507051058,005,050705,1058,0,0,0,121.3154,490946.007061,11161.634784
313,005,100050507012015,005,050701,2015,47,43,4,256.724745,1038928.182787,4789.272561
314,005,100050507041009,005,050704,1009,7,7,0,5.311083,21493.190309,653.011262
315,005,100050507042026,005,050704,2026,3,1,2,2.118392,8572.826445,370.997367
316,005,100050507062059,005,050706,2059,4,4,0,4.207267,17026.206642,589.954834
317,005,100050507062072,005,050706,2072,0,0,0,0.394269,1595.548912,189.2364
318,005,100050507062071,005,050706,2071,3,0,3,0.957459,3874.699629,306.180605
319,005,100050506023011,005,050602,3011,0,0,0,51.55191,208623.179378,4337.784017
320,005,100050506023016,005,050602,3016,0,0,0,4.360592,17646.691517,537.066674
321,005,100050506021093,005,050602,1093,1,1,0,14.07891,56975.328536,1196.523626
322,005,100050506021092,005,050602,1092,0,0,0,0.546996,2213.615202,210.654132
323,005,100050506022001,005,050602,2001,1,1,0,0.998064,4039.023117,292.676712
324,005,100050501032129,005,050103,2129,0,0,0,24.200205,97934.754298,1347.080538
325,005,100050502002038,005,050200,2038,4,1,3,2.043683,8270.491907,384.890694
326,005,100050507052009,005,050705,2009,23,0,23,1.815599,7347.467006,445.198775
327,005,100050507041028,005,050704,1028,0,0,0,2.142026,8668.473485,431.584138
328,005,100050507052005,005,050705,2005,17,8,9,10.672789,43191.245487,1018.8826
329,005,100050506012082,005,050601,2082,16,13,3,146.955941,594709.59508,3323.699234
330,005,100050506012075,005,050601,2075,0,0,0,180.227541,729354.98357,3495.513528
331,005,100050506012076,005,050601,2076,0,0,0,168.477972,681806.162731,3286.2714
332,005,100050506011047,005,050601,1047,0,0,0,298.464325,1207842.270305,5223.48162
333,005,100050506011070,005,050601,1070,19,17,2,7.010011,28368.508497,706.24586
334,005,100050506012040,005,050601,2040,0,0,0,72.046843,291563.229698,2190.632284
335,005,100050506012036,005,050601,2036,0,0,0,71.867486,290837.398892,2415.113316
336,005,100050506012114,005,050601,2114,0,0,0,4.086323,16536.762932,838.664044
337,005,100050506012113,005,050601,2113,10,7,3,8.68928,35164.268646,932.948808
338,005,100050506012124,005,050601,2124,0,0,0,2.228616,9018.887287,1126.573413
339,005,100050510032034,005,051003,2034,12,3,9,1.886876,7635.915387,398.778106
340,005,100050511032050,005,051103,2050,0,0,0,0.821705,3325.323586,422.142887
341,005,100050509023073,005,050902,3073,10,3,7,1.775078,7183.484027,407.289633
342,005,100050509021011,005,050902,1011,0,0,0,0.303091,1226.567025,124.700398
