OBJECTID,COUNTYFP10,GEOID10,COUNTY,TRACT,BLOCK,TOTAL_HOUSING_UNITS,OCCUPIED,VACANT,ACRES,SHAPEAREA,SHAPELEN
11706,003,100030112051017,003,011205,1017,3,3,0,7.481479,30276.470411,718.950769
11707,003,100030108001005,003,010800,1005,0,0,0,3.798469,15371.856935,1189.908478
11708,003,100030108001002,003,010800,1002,0,0,0,0.184069,744.900638,133.921543
11709,003,100030107023030,003,010702,3030,0,0,0,0.962846,3896.499916,656.269831
11710,003,100030107023012,003,010702,3012,15,15,0,3.633362,14703.695946,493.239017
11711,003,100030107023011,003,010702,3011,6,5,1,3.778216,15289.896051,500.108113
11712,003,100030107022000,003,010702,2000,0,0,0,241.053423,975508.594909,5340.872971
11713,003,100030125004003,003,012500,4003,23,22,1,8.324602,33688.47,823.199308
11714,003,100030125001001,003,012500,1001,42,41,1,5.480302,22177.997295,664.073088
11715,003,100030129002015,003,012900,2015,12,12,0,9.674686,39152.065326,806.769227
11716,003,100030129003020,003,012900,3020,0,0,0,1.163771,4709.612688,477.451641
11717,003,100030129003034,003,012900,3034,0,0,0,0.761968,3083.575251,277.873775
11718,003,100030129003053,003,012900,3053,21,21,0,6.525045,26405.918792,673.544243
11719,003,100030125003017,003,012500,3017,22,20,2,4.550503,18415.231504,588.05125
11720,003,100030129003008,003,012900,3008,4,3,1,82.931239,335610.815718,3656.464813
11721,003,100030129003049,003,012900,3049,0,0,0,0.985711,3989.029671,524.639294
11722,003,100030124003010,003,012400,3010,26,21,5,3.246345,13137.493708,581.803194
11723,003,100030129001035,003,012900,1035,0,0,0,2.514393,10175.387409,566.371992
11724,003,100030124001001,003,012400,1001,0,0,0,0.361647,1463.532098,287.916182
11725,003,100030121002002,003,012100,2002,38,32,6,8.450364,34197.409337,744.028623
11726,003,100030124002005,003,012400,2005,26,24,2,7.975706,32276.538027,830.825822
11727,003,100030127004012,003,012700,4012,11,7,4,1.012936,4099.207713,329.499693
11728,003,100030127002001,003,012700,2001,0,0,0,1.853853,7502.275791,971.944064
11729,003,100030129001022,003,012900,1022,330,246,84,29.700167,120192.31185,1444.903649
11730,003,100030127003016,003,012700,3016,0,0,0,1.770557,7165.191724,927.889648
11731,003,100030122002028,003,012200,2028,0,0,0,18.991737,76856.832935,1235.833391
11732,003,100030121003001,003,012100,3001,0,0,0,0.250278,1012.840886,213.649802
11733,003,100030124001005,003,012400,1005,0,0,0,0.391793,1585.531165,258.517284
11734,003,100030129001007,003,012900,1007,22,21,1,10.059246,40708.324499,1015.460242
11735,003,100030150004008,003,015000,4008,32,31,1,11.38271,46064.193051,1068.330062
11736,003,100030150001007,003,015000,1007,29,27,2,15.264771,61774.338399,1633.157825
11737,003,100030150001006,003,015000,1006,21,19,2,7.797374,31554.851841,806.687377
11738,003,100030149041025,003,014904,1025,16,13,3,13.455638,54453.036665,1110.309005
11739,003,100030163052021,003,016305,2021,23,19,4,12.857892,52034.043082,1053.80194
11740,003,100030163051034,003,016305,1034,19,18,1,60.586947,245186.6768,1952.479985
11741,003,100030156001007,003,015600,1007,9,8,1,1.409721,5704.938658,322.365277
11742,003,100030163053013,003,016305,3013,18,18,0,7.216734,29205.08813,768.820197
11743,003,100030112033017,003,011203,3017,126,121,5,61.941413,250668.006986,2973.667076
11744,003,100030105023017,003,010502,3017,2,2,0,1.241874,5025.687082,297.686222
11745,003,100030107023013,003,010702,3013,25,19,6,3.769142,15253.176372,499.062844
11746,003,100030107023021,003,010702,3021,5,5,0,1.889731,7647.471135,395.145502
11747,003,100030112051008,003,011205,1008,19,18,1,15.036459,60850.388876,1110.56883
11748,003,100030115001004,003,011500,1004,47,46,1,55.152997,223196.258097,2436.306085
11749,003,100030112042033,003,011204,2033,16,16,0,25.673406,103896.587326,1476.781239
11750,003,100030104001001,003,010400,1001,13,13,0,4.565841,18477.302947,550.637226
11751,003,100030104001004,003,010400,1004,10,10,0,3.290059,13314.397148,462.678112
11752,003,100030104002001,003,010400,2001,19,19,0,4.867998,19700.088077,573.053163
11753,003,100030105025006,003,010502,5006,12,11,1,6.18116,25014.265661,646.274247
11754,003,100030104001009,003,010400,1009,27,26,1,17.899904,72438.34072,1072.830325
11755,003,100030117001022,003,011700,1022,36,34,2,21.973545,88923.782885,1570.639404
11756,003,100030117002017,003,011700,2017,0,0,0,2.632667,10654.025633,850.246722
11757,003,100030117001020,003,011700,1020,25,24,1,15.075299,61007.57174,1147.511664
11758,003,100030115003003,003,011500,3003,1,1,0,2.947245,11927.0778,448.338818
11759,003,100030117002001,003,011700,2001,0,0,0,5.441104,22019.36761,900.508186
11760,003,100030142001023,003,014200,1023,7,5,2,5.554791,22479.44007,721.085057
11761,003,100030144032019,003,014403,2019,17,15,2,9.98424,40404.783916,833.025122
11762,003,100030137001012,003,013700,1012,17,15,2,16.975726,68698.324019,1188.058398
11763,003,100030142001053,003,014200,1053,0,0,0,1.87938,7605.582821,359.489065
11764,003,100030144041064,003,014404,1064,0,0,0,0.124979,505.770346,98.644605
11765,003,100030147062010,003,014706,2010,0,0,0,2.29219,9276.164762,1111.862389
11766,003,100030144041054,003,014404,1054,84,81,3,5.892153,23844.697924,680.311966
11767,003,100030145022002,003,014502,2002,31,23,8,15.147758,61300.803447,1019.584823
11768,003,100030147021002,003,014702,1002,0,0,0,1.563162,6325.89317,898.30609
11769,003,100030141001025,003,014100,1025,4,4,0,1.402739,5676.684629,629.44158
11770,003,100030137003016,003,013700,3016,0,0,0,0.720281,2914.872337,538.00198
11771,003,100030137001006,003,013700,1006,0,0,0,1.802271,7293.533275,903.261913
11772,003,100030142001022,003,014200,1022,0,0,0,2.719844,11006.819224,941.025251
11773,003,100030144021013,003,014402,1013,0,0,0,0.597671,2418.689369,285.419505
11774,003,100030137001008,003,013700,1008,0,0,0,0.305818,1237.602629,273.259086
11775,003,100030147052017,003,014705,2017,0,0,0,3.899115,15779.159212,493.340858
11776,003,100030145022003,003,014502,2003,0,0,0,2.86467,11592.909646,506.174687
11777,003,100030126003007,003,012600,3007,15,13,2,5.036204,20380.795631,599.031231
11778,003,100030126003008,003,012600,3008,21,21,0,6.407096,25928.595772,699.079202
11779,003,100030126003012,003,012600,3012,15,15,0,5.32839,21563.231242,623.288841
11780,003,100030163053016,003,016305,3016,16,16,0,7.367334,29814.541851,802.198291
11781,003,100030150002070,003,015000,2070,0,0,0,0.460275,1862.66644,299.577884
11782,003,100030152005055,003,015200,5055,0,0,0,0.691169,2797.062577,220.586593
11783,003,100030163022007,003,016302,2007,0,0,0,2.460037,9955.417563,960.469221
11784,003,100030163022009,003,016302,2009,26,26,0,4.685907,18963.193853,724.739605
11785,003,100030163053034,003,016305,3034,0,0,0,3.200808,12953.211493,805.697749
11786,003,100030150002023,003,015000,2023,0,0,0,1.44534,5849.08418,669.08404
11787,003,100030152005029,003,015200,5029,0,0,0,1.724845,6980.199217,536.973255
11788,003,100030152001006,003,015200,1006,33,30,3,11.71366,47403.500521,1070.620448
11789,003,100030152001002,003,015200,1002,43,41,2,15.049816,60904.442849,1323.980527
11790,003,100030152001009,003,015200,1009,79,68,11,9.921178,40149.580942,795.33015
11791,003,100030152002009,003,015200,2009,21,19,2,5.571037,22545.187661,642.265408
11792,003,100030152003011,003,015200,3011,14,13,1,5.70242,23076.875649,661.917348
11793,003,100030152003010,003,015200,3010,15,15,0,5.959816,24118.51795,669.633387
11794,003,100030151001034,003,015100,1034,0,0,0,8.585202,34743.079352,727.996894
11795,003,100030136153021,003,013615,3021,0,0,0,185.675477,751401.995137,8453.574249
11796,003,100030136153002,003,013615,3002,9,8,1,19.451412,78717.071801,1383.798842
11797,003,100030136153022,003,013615,3022,4,3,1,86.091725,348400.850113,3541.052514
11798,003,100030136153020,003,013615,3020,23,19,4,2.530383,10240.098517,458.610203
11799,003,100030136142005,003,013614,2005,35,34,1,13.267621,53692.155527,1190.786985
11800,003,100030136142011,003,013614,2011,22,21,1,3.800792,15381.259139,545.982222
11801,003,100030130002004,003,013000,2004,8,8,0,3.454331,13979.180906,479.881107
11802,003,100030130002012,003,013000,2012,15,15,0,4.83807,19578.97633,574.605254
11803,003,100030130002013,003,013000,2013,15,13,2,8.537584,34550.376453,892.620007
11804,003,100030131002009,003,013100,2009,14,14,0,6.424467,25998.894776,662.362198
11805,003,100030130001005,003,013000,1005,45,43,2,25.608131,103632.429556,2094.539502
11806,003,100030130001006,003,013000,1006,14,14,0,5.328549,21563.871608,629.94425
11807,003,100030130001001,003,013000,1001,37,34,3,138.843867,561881.196555,3657.713981
11808,003,100030130001002,003,013000,1002,45,44,1,14.715028,59549.604265,1411.220663
11809,003,100030136042004,003,013604,2004,11,11,0,11.891624,48123.695153,806.786483
11810,003,100030028001034,003,002800,1034,9,8,1,4.801889,19432.556044,557.898879
11811,003,100030028002019,003,002800,2019,0,0,0,1.544864,6251.843924,345.676878
11812,003,100030016002013,003,001600,2013,49,46,3,2.912933,11788.221228,437.132138
11813,003,100030115003005,003,011500,3005,20,19,1,8.958087,36252.090126,863.26985
11814,003,100030115003011,003,011500,3011,27,23,4,8.919231,36094.846026,859.742117
11815,003,100030115003013,003,011500,3013,5,5,0,3.316865,13422.875827,459.366927
11816,003,100030116001013,003,011600,1013,71,70,1,49.90909,201974.920414,2150.543726
11817,003,100030116001011,003,011600,1011,42,40,2,16.888715,68346.203286,1441.039549
11818,003,100030112011001,003,011201,1001,26,26,0,18.863518,76337.949248,1151.721632
11819,003,100030112062006,003,011206,2006,20,20,0,12.180739,49293.700871,1061.252409
11820,003,100030112012004,003,011201,2004,30,28,2,16.832743,68119.695037,1324.375664
11821,003,100030112012002,003,011201,2002,30,30,0,17.080765,69123.403461,1319.010329
11822,003,100030112052008,003,011205,2008,110,110,0,110.96315,449051.935494,4012.628225
11823,003,100030101011018,003,010101,1018,53,47,6,6.64914,26908.113087,710.722592
11824,003,100030112061025,003,011206,1025,0,0,0,0.428844,1735.471678,305.776851
11825,003,100030105024011,003,010502,4011,0,0,0,1.846825,7473.837061,874.614785
11826,003,100030112042004,003,011204,2004,0,0,0,0.454393,1838.864497,249.643061
11827,003,100030117003024,003,011700,3024,0,0,0,0.297092,1202.288886,220.026321
11828,003,100030112022006,003,011202,2006,43,40,3,60.358809,244263.434151,3282.236145
11829,003,100030105021001,003,010502,1001,0,0,0,0.714467,2891.344133,343.691576
11830,003,100030126003013,003,012600,3013,16,16,0,5.898858,23871.832629,667.583089
11831,003,100030126003001,003,012600,3001,17,16,1,5.561735,22507.544223,631.079041
11832,003,100030122002010,003,012200,2010,4,4,0,5.991535,24246.880888,684.587653
11833,003,100030129001031,003,012900,1031,24,24,0,3.03724,12291.275641,492.853244
11834,003,100030125001002,003,012500,1002,23,22,1,4.040067,16349.571265,536.395139
11835,003,100030129003029,003,012900,3029,17,15,2,4.844296,19604.169311,560.646604
11836,003,100030129003032,003,012900,3032,14,11,3,5.122407,20729.645681,578.244443
11837,003,100030129003011,003,012900,3011,22,22,0,6.239877,25251.886913,726.607677
11838,003,100030129003051,003,012900,3051,20,17,3,4.953304,20045.309641,560.276628
11839,003,100030125005012,003,012500,5012,14,13,1,7.059863,28570.252967,682.806187
11840,003,100030125005007,003,012500,5007,29,25,4,6.495555,26286.579365,763.014161
11841,003,100030129002017,003,012900,2017,0,0,0,8.811165,35657.517889,917.100403
11842,003,100030129002007,003,012900,2007,9,7,2,4.933888,19966.735589,584.474432
11843,003,100030125002021,003,012500,2021,0,0,0,0.440972,1784.551025,385.453112
11844,003,100030125002022,003,012500,2022,0,0,0,0.11584,468.786824,130.359354
11845,003,100030129001023,003,012900,1023,56,49,7,8.448733,34190.809217,776.794811
11846,003,100030127003006,003,012700,3006,3,2,1,1.37885,5580.008084,756.074652
11847,003,100030129002004,003,012900,2004,5,5,0,3.014417,12198.912193,492.734798
11848,003,100030129002014,003,012900,2014,24,23,1,9.576558,38754.954932,799.120573
11849,003,100030028001048,003,002800,1048,9,8,1,1.484992,6009.548243,345.325922
11850,003,100030028002022,003,002800,2022,9,8,1,3.953081,15997.550864,518.139405
11851,003,100030004002020,003,000400,2020,0,0,0,0.204836,828.941344,160.023946
11852,003,100030004002016,003,000400,2016,26,23,3,3.578187,14480.410484,499.337372
11853,003,100030005004003,003,000500,4003,60,51,9,4.822342,19515.324009,563.615358
11854,003,100030005004001,003,000500,4001,31,25,6,3.713328,15027.304505,507.883083
11855,003,100030028001052,003,002800,1052,0,0,0,2.77194,11217.642432,428.558688
11856,003,100030028001022,003,002800,1022,0,0,0,3.864574,15639.375685,506.621632
11857,003,100030028001018,003,002800,1018,7,6,1,4.156274,16819.842573,515.648977
11858,003,100030021002000,003,002100,2000,5,5,0,2.41701,9781.292615,394.212729
11859,003,100030028001068,003,002800,1068,0,0,0,5.248017,21237.971778,588.984609
11860,003,100030027001038,003,002700,1038,0,0,0,1.202008,4864.351793,281.697269
11861,003,100030028001061,003,002800,1061,47,47,0,3.706468,14999.543707,489.483509
11862,003,100030028001064,003,002800,1064,0,0,0,2.695854,10909.735951,421.800663
11863,003,100030013003029,003,001300,3029,0,0,0,0.856392,3465.696255,254.239684
11864,003,100030024001015,003,002400,1015,32,31,1,2.31767,9379.278952,397.179534
11865,003,100030028001078,003,002800,1078,0,0,0,8.624374,34901.604933,786.929012
11866,003,100030019022014,003,001902,2014,0,0,0,5.006519,20260.663686,690.676431
11867,003,100030029003003,003,002900,3003,0,0,0,1.973933,7988.223884,368.568452
11868,003,100030009003019,003,000900,3019,29,25,4,2.633223,10656.275686,434.587133
11869,003,100030002006002,003,000200,6002,0,0,0,16.284552,65901.243202,1046.748695
11870,003,100030003001016,003,000300,1016,39,35,4,5.116247,20704.716738,587.069176
11871,003,100030136153001,003,013615,3001,15,14,1,15.460208,62565.242786,1128.289159
11872,003,100030131003001,003,013100,3001,17,15,2,8.154411,32999.730048,818.067366
11873,003,100030130002006,003,013000,2006,11,11,0,4.56837,18487.53628,567.179933
11874,003,100030131002010,003,013100,2010,6,6,0,3.592824,14539.640855,508.892968
11875,003,100030131002004,003,013100,2004,15,15,0,4.618317,18689.66489,581.852952
11876,003,100030131002005,003,013100,2005,13,11,2,5.136197,20785.450946,614.12739
11877,003,100030131001015,003,013100,1015,5,4,1,2.312913,9360.027654,513.317357
11878,003,100030130001000,003,013000,1000,11,10,1,24.254276,98153.570722,1518.915234
11879,003,100030136151022,003,013615,1022,43,42,1,8.46612,34261.173804,806.613132
11880,003,100030136151013,003,013615,1013,23,22,1,3.868833,15656.612307,657.157386
11881,003,100030136121016,003,013612,1016,1,1,0,0.324631,1313.736627,143.528343
11882,003,100030136132013,003,013613,2013,0,0,0,10.689513,43258.925262,798.208075
11883,003,100030136081015,003,013608,1015,15,15,0,24.198974,97929.77304,1799.800769
11884,003,100030136041003,003,013604,1003,14,13,1,6.028573,24396.769969,656.97823
11885,003,100030136041014,003,013604,1014,41,40,1,19.269353,77980.303224,1278.557749
11886,003,100030136132006,003,013613,2006,0,0,0,2.0034,8107.473353,482.715771
11887,003,100030136073007,003,013607,3007,162,147,15,82.999639,335887.623007,3115.755554
11888,003,100030105024023,003,010502,4023,0,0,0,1.160831,4697.715005,522.453562
11889,003,100030105025014,003,010502,5014,0,0,0,3.958708,16020.324703,1093.690568
11890,003,100030105025012,003,010502,5012,0,0,0,1.464398,5926.209914,711.002718
11891,003,100030107023006,003,010702,3006,15,14,1,2.186431,8848.170537,386.133032
11892,003,100030104003021,003,010400,3021,312,284,28,33.457097,135396.06786,2735.256177
11893,003,100030114002005,003,011400,2005,10,9,1,16.65352,67394.403584,1040.759211
11894,003,100030112041008,003,011204,1008,124,121,3,147.651315,597523.671094,5571.134992
11895,003,100030112031009,003,011203,1009,21,20,1,10.302566,41693.004059,1044.444373
11896,003,100030105024006,003,010502,4006,0,0,0,10.245402,41461.67025,1721.780018
11897,003,100030105022042,003,010502,2042,10,9,1,2.485639,10059.022877,401.775523
11898,003,100030105022039,003,010502,2039,18,15,3,4.186145,16940.726197,532.052255
11899,003,100030148072001,003,014807,2001,87,87,0,112.347232,454653.118219,5826.228924
11900,003,100030148083021,003,014808,3021,57,53,4,43.507608,176069.044161,3457.27374
11901,003,100030129003000,003,012900,3000,0,0,0,25.742747,104177.202303,5029.094836
11902,003,100030166042076,003,016604,2076,34,34,0,144.895058,586369.494539,3954.14326
11903,003,100030169042006,003,016904,2006,0,0,0,18.9167,76553.170688,1316.830379
11904,003,100030168041000,003,016804,1000,0,0,0,231.395516,936424.430529,5680.372639
11905,003,100030166013142,003,016601,3142,10,10,0,4.618936,18692.170874,708.634521
11906,003,100030166081061,003,016608,1061,0,0,0,70.235782,284234.124522,2368.610711
11907,003,100030168011121,003,016801,1121,0,0,0,5.729076,23184.748513,620.367712
11908,003,100030168012023,003,016801,2023,1,1,0,9.372622,37929.654171,3443.368409
11909,003,100030168012036,003,016801,2036,8,8,0,1211.92086,4904469.716659,9738.44327
11910,003,100030169042041,003,016904,2041,25,24,1,87.051591,352285.289576,2944.526019
11911,003,100030168012008,003,016801,2008,15,15,0,106.976927,432920.265441,3220.621109
11912,003,100030169042050,003,016904,2050,2,2,0,13.602338,55046.710161,1575.512898
11913,003,100030139012001,003,013901,2001,29,26,3,11.907236,48186.875903,1107.470873
11914,003,100030139012004,003,013901,2004,21,20,1,8.986189,36365.817787,868.911247
11915,003,100030139012003,003,013901,2003,25,24,1,10.53806,42646.01646,990.197265
11916,003,100030139011025,003,013901,1025,11,10,1,0.664666,2689.80849,267.182245
11917,003,100030139013011,003,013901,3011,17,16,1,7.118485,28807.487312,788.127105
11918,003,100030139013007,003,013901,3007,53,51,2,112.716284,456146.616407,3368.375241
11919,003,100030139013010,003,013901,3010,21,20,1,10.708127,43334.251869,969.715947
11920,003,100030138002073,003,013800,2073,0,0,0,3.770421,15258.352893,1623.221054
11921,003,100030140002007,003,014000,2007,44,44,0,18.2409,73818.303297,1565.461625
11922,003,100030140003008,003,014000,3008,89,79,10,7.666415,31024.882293,707.571875
11923,003,100030139032002,003,013903,2002,10,10,0,4.522884,18303.463795,548.177076
11924,003,100030139032006,003,013903,2006,13,13,0,5.999278,24278.216834,668.560431
11925,003,100030139032007,003,013903,2007,26,26,0,10.997298,44504.484787,1018.482193
11926,003,100030140002013,003,014000,2013,0,0,0,37.514524,151815.890498,2722.7045
11927,003,100030139031016,003,013903,1016,49,48,1,9.695869,39237.790869,935.176485
11928,003,100030138001017,003,013800,1017,13,11,2,7.550335,30555.123173,757.4711
11929,003,100030140004016,003,014000,4016,31,27,4,13.236486,53566.159737,1173.699042
11930,003,100030139011021,003,013901,1021,0,0,0,2.152949,8712.676032,385.519856
11931,003,100030139041035,003,013904,1035,1,1,0,0.108707,439.921921,76.704509
11932,003,100030029001002,003,002900,1002,0,0,0,125.591054,508248.963891,4986.778686
11933,003,100030019022000,003,001902,2000,0,0,0,23.687394,95859.48447,2966.858675
11934,003,100030006011019,003,000601,1019,0,0,0,1.138315,4606.598834,277.853972
11935,003,100030030023028,003,003002,3028,40,38,2,4.47413,18106.162217,645.655892
11936,003,100030030023029,003,003002,3029,6,5,1,1.682635,6809.381347,394.992222
11937,003,100030030023030,003,003002,3030,15,11,4,4.692776,18990.989657,573.550813
11938,003,100030006013014,003,000601,3014,28,27,1,2.327535,9419.200937,391.907306
11939,003,100030006013023,003,000601,3023,0,0,0,4.340118,17563.834055,582.374423
11940,003,100030030022015,003,003002,2015,9,9,0,4.705607,19042.917427,592.345589
11941,003,100030030022002,003,003002,2002,29,29,0,4.532572,18342.669793,548.580325
11942,003,100030030022003,003,003002,2003,51,31,20,7.620655,30839.697096,813.258675
11943,003,100030006011013,003,000601,1013,48,43,5,4.204315,17014.257902,548.48461
11944,003,100030030021007,003,003002,1007,3,3,0,7.092997,28704.338909,743.703862
11945,003,100030030021016,003,003002,1016,0,0,0,6.854602,27739.58916,742.437123
11946,003,100030030023005,003,003002,3005,0,0,0,0.933796,3778.93753,440.401517
11947,003,100030030023036,003,003002,3036,0,0,0,27.601974,111701.22724,2525.673098
11948,003,100030119001057,003,011900,1057,28,28,0,21.852989,88435.908591,1383.880064
11949,003,100030119001026,003,011900,1026,11,11,0,4.942415,20001.244842,593.179864
11950,003,100030119001027,003,011900,1027,12,12,0,5.081598,20564.497636,619.538037
11951,003,100030119002013,003,011900,2013,2,2,0,0.860294,3481.485575,421.730884
11952,003,100030118002059,003,011800,2059,4,4,0,368.145857,1489833.424302,5456.566203
11953,003,100030118002075,003,011800,2075,1,0,1,141.458385,572461.774098,3926.605801
11954,003,100030119003015,003,011900,3015,53,50,3,388.762627,1573266.533,6878.065932
11955,003,100030119001037,003,011900,1037,0,0,0,7.029227,28446.271317,725.100982
11956,003,100030135032031,003,013503,2031,11,9,2,11.444162,46312.880108,1033.056419
11957,003,100030135013008,003,013501,3008,67,64,3,174.651197,706788.317889,5236.009337
11958,003,100030118001037,003,011800,1037,0,0,0,0.13879,561.664338,97.951003
11959,003,100030118001029,003,011800,1029,0,0,0,1.251492,5064.608074,869.421147
11960,003,100030136153018,003,013615,3018,51,50,1,10.856295,43933.865712,1237.105112
11961,003,100030136153029,003,013615,3029,19,17,2,2.110979,8542.828603,417.760771
11962,003,100030130002008,003,013000,2008,17,17,0,8.091398,32744.725931,770.359438
11963,003,100030136121005,003,013612,1005,21,21,0,26.054782,105439.963265,1383.206038
11964,003,100030131002006,003,013100,2006,25,24,1,11.352361,45941.3765,844.92992
11965,003,100030130001017,003,013000,1017,20,20,0,6.671767,26999.682995,752.439449
11966,003,100030130002005,003,013000,2005,12,10,2,4.655838,18841.50929,580.970931
11967,003,100030136151010,003,013615,1010,37,35,2,6.386861,25846.708711,983.121535
11968,003,100030136043003,003,013604,3003,44,43,1,24.193947,97909.428925,1330.752736
11969,003,100030136073002,003,013607,3002,21,20,1,4.331212,17527.795091,550.790975
11970,003,100030136071017,003,013607,1017,64,63,1,27.452123,111094.800394,1819.188006
11971,003,100030134002000,003,013400,2000,201,191,10,340.019831,1376011.435542,8938.190424
11972,003,100030136071028,003,013607,1028,47,47,0,33.037156,133696.626422,1983.749572
11973,003,100030136041000,003,013604,1000,30,29,1,12.028581,48677.939607,1118.905829
11974,003,100039801001014,003,980100,1014,0,0,0,8.175689,33085.839954,1001.090484
11975,003,100030024002007,003,002400,2007,11,11,0,2.9349,11877.118042,445.607861
11976,003,100030013003018,003,001300,3018,31,30,1,11.18731,45273.438223,1013.360095
11977,003,100030013004014,003,001300,4014,2,2,0,6.07711,24593.192301,649.516084
11978,003,100030013003002,003,001300,3002,12,12,0,13.30035,53824.605273,948.828074
11979,003,100030028001053,003,002800,1053,9,4,5,4.291457,17366.910305,632.900867
11980,003,100030009003005,003,000900,3005,8,8,0,4.398449,17799.889598,539.332775
11981,003,100030021001011,003,002100,1011,28,21,7,2.03997,8255.464301,378.543379
11982,003,100030028001059,003,002800,1059,0,0,0,2.723487,11021.560295,424.260677
11983,003,100030028001070,003,002800,1070,86,81,5,2.897601,11726.176786,474.545358
11984,003,100030027001001,003,002700,1001,0,0,0,3.449531,13959.757001,478.092756
11985,003,100030029002003,003,002900,2003,39,38,1,3.400478,13761.24715,478.390581
11986,003,100030029004008,003,002900,4008,0,0,0,4.404243,17823.338208,543.48124
11987,003,100030029003001,003,002900,3001,0,0,0,4.029003,16304.797465,514.859915
11988,003,100030029002006,003,002900,2006,36,30,6,2.984948,12079.656162,451.362026
11989,003,100030003002000,003,000300,2000,33,33,0,5.868907,23750.625559,617.578809
11990,003,100030004001017,003,000400,1017,2,2,0,1.052287,4258.455378,305.605365
11991,003,100030004002012,003,000400,2012,49,42,7,4.10296,16604.091999,529.624531
11992,003,100030003002003,003,000300,2003,23,21,2,4.397618,17796.530326,535.208961
11993,003,100030003004003,003,000300,4003,39,32,7,4.038032,16341.334616,513.472834
11994,003,100030003004013,003,000300,4013,44,40,4,4.145895,16777.841808,520.02868
11995,003,100030002006001,003,000200,6001,43,42,1,5.631038,22788.001363,676.265244
11996,003,100030108001004,003,010800,1004,0,0,0,2.775718,11232.932892,503.580812
11997,003,100030108001009,003,010800,1009,0,0,0,1.337545,5412.852319,626.707661
11998,003,100030110001014,003,011000,1014,0,0,0,6.657692,26942.725425,1313.376596
11999,003,100030107023028,003,010702,3028,0,0,0,0.79068,3199.768498,751.381264
12000,003,100030107023033,003,010702,3033,0,0,0,203.799627,824747.829978,5485.030401
12001,003,100030148081018,003,014808,1018,3,3,0,19.877667,80442.063958,1541.938902
12002,003,100030148071021,003,014807,1021,0,0,0,21.194294,85770.265826,3612.259144
12003,003,100030148072022,003,014807,2022,26,26,0,11.352813,45943.203657,872.423502
12004,003,100030148071020,003,014807,1020,0,0,0,11.302284,45738.719018,2074.980538
12005,003,100030148052027,003,014805,2027,18,17,1,3.287886,13305.601389,502.184733
12006,003,100030148051005,003,014805,1005,26,26,0,11.110282,44961.717238,840.047608
12007,003,100030148073010,003,014807,3010,23,23,0,18.993398,76863.555122,1651.032229
12008,003,100030148054003,003,014805,4003,11,11,0,11.624647,47043.279346,856.42956
12009,003,100030148054020,003,014805,4020,16,16,0,8.798985,35608.227598,1026.158695
12010,003,100030148093012,003,014809,3012,25,25,0,28.707069,116173.385134,1299.358373
12011,003,100030148053031,003,014805,3031,0,0,0,11.58815,46895.577221,1636.072012
12012,003,100030119001044,003,011900,1044,4,4,0,0.382017,1545.966199,224.889042
12013,003,100030135033011,003,013503,3011,0,0,0,0.857357,3469.600727,561.675849
12014,003,100030119001002,003,011900,1002,0,0,0,0.619425,2506.725525,539.359746
12015,003,100030136071022,003,013607,1022,0,0,0,0.713117,2885.880474,323.566295
12016,003,100030133002001,003,013300,2001,27,27,0,23.355065,94514.595741,1667.3207
12017,003,100030136142024,003,013614,2024,0,0,0,0.596698,2414.750899,278.668961
12018,003,100030136071031,003,013607,1031,19,19,0,4.636625,18763.753697,557.69969
12019,003,100030132002007,003,013200,2007,16,16,0,15.191372,61477.300429,1056.535963
12020,003,100030136123017,003,013612,3017,28,26,2,76.820575,310881.83663,2493.651155
12021,003,100030136123004,003,013612,3004,8,8,0,28.152169,113927.785795,1656.113334
12022,003,100030136041008,003,013604,1008,86,83,3,342.757315,1387089.642972,5985.881532
12023,003,100030164012058,003,016401,2058,0,0,0,0.636024,2573.895871,238.448069
12024,003,100030164041067,003,016404,1067,1,1,0,6.801067,27522.941251,1974.490585
12025,003,100030164012055,003,016401,2055,18,16,2,319.012924,1290999.501899,5032.996861
12026,003,100030164012031,003,016401,2031,0,0,0,7.478953,30266.250941,1266.549326
12027,003,100030164012027,003,016401,2027,0,0,0,2.050799,8299.289581,940.342921
12028,003,100030136071029,003,013607,1029,20,20,0,3.827332,15488.662349,572.391267
12029,003,100030002003019,003,000200,3019,21,21,0,3.62101,14653.708709,490.337881
12030,003,100030002003021,003,000200,3021,0,0,0,14.418163,58348.235783,1024.663263
12031,003,100030011001007,003,001100,1007,0,0,0,0.124668,504.511835,100.167693
12032,003,100030006013012,003,000601,3012,9,9,0,1.082024,4378.794016,270.53142
12033,003,100030013003017,003,001300,3017,15,15,0,7.82744,31676.525264,781.624027
12034,003,100030029004009,003,002900,4009,0,0,0,4.839819,19586.051977,570.97242
12035,003,100030030023041,003,003002,3041,0,0,0,0.387335,1567.49046,166.499959
12036,003,100030013004018,003,001300,4018,3,3,0,4.253728,17214.225718,599.685562
12037,003,100030019021042,003,001902,1042,0,0,0,7.256489,29365.967134,800.277721
12038,003,100030030023025,003,003002,3025,0,0,0,4.82509,19526.445203,624.488217
12039,003,100030029003002,003,002900,3002,407,398,9,16.021518,64836.783255,1090.967842
12040,003,100030019022004,003,001902,2004,418,310,108,8.680582,35129.067184,1038.672703
12041,003,100030024004004,003,002400,4004,74,74,0,46.063015,186410.408976,2658.700496
